reference plan,plan,route,vehicle,order,stop type,active,wait,time,distance,drive time,out of visit time window,out of capacity,out of vehicle time shift,out of work time,maximum achievable distance,status,eta,reference,name,street,detail,postalcode,city,country,lat,lng,comment,phone,tags,reference visit,duration,open 1,close 1,open 2,close 2,priority,tags visit,quantity,operation
,VENDREDI 27.O7,T3V3 ALEM-ATMAN,,6,visit,1,,23:48,699.8,107,,,,,,Planned,,OVE1,TFCO OVErijse,Brusselsesteenweg 410,,3090,Overijse,,50.78654,4.50019,,,TFCO,,0:20:00,,,,,,,,
,VENDREDI 27.O7,T3V3 ALEM-ATMAN,,7,visit,1,,24:24:00,16162.7,948,,,,,,Planned,,WAV1,TFCO WAVRE,Avenue des Princes 52,,1300,Wavre,,50.71678,4.61559,fermé le lundi,,TFCO,,0:20:00,,,,,,,,
,VENDREDI 27.O7,T3V3 ALEM-ATMAN,,8,visit,1,,24:56:00,7706.1,754,,,,,,Planned,,FARMlln,FARM LLN,Traverse d'Esope,,1348,Ottignies,,50.6689,4.61494,CODE:1254,,FARM,,0:20:00,,,,,,,,
,VENDREDI 27.O7,T3V3 ALEM-ATMAN,,9,visit,1,,25:40:00,18250.7,1461,,,,,,Planned,,LH1,TFCO LH Hulpe,Chaussée de Bruxelles 2,,1310,LA Hulpe,,50.73138,4.4809,fermé le lundi.,,TFCO,,0:20:00,,,,,,,,
,VENDREDI 27.O7,T3V3 ALEM-ATMAN,,10,store,,,26:25:00,27179.3,1472,,,,,,,,,SUMY,avenue de bejar laan,,1120,neder over hembeek,,50.911124,4.404917,,,,,,,,,,,,,
,VENDREDI 27.O7,T4V4 WILLIAM -DIALLO,,0,store,,,0:00,0,0,,,,,,,,,SUMY,avenue de bejar laan,,1120,neder over hembeek,,50.911124,4.404917,,,,,,,,,,,,,
,VENDREDI 27.O7,T4V4 WILLIAM -DIALLO,,1,visit,1,,0:24,20451.5,1497,,,,,,,,VDK,TFCO VDK,Rue Vanderkindere 367,,1180,Uccle,,50.81422,4.35891,Livraison entre 19h et 6h,,TFCO,,0:20:00,,,,,,TFCO,,
,VENDREDI 27.O7,T4V4 WILLIAM -DIALLO,,2,visit,1,,0:50,1981.2,325,,,,,,,,IXL,TFCO IXL,Avenue de l'hippodrome 75,,1050,Ixelles,,50.82027,4.37682,,,TFCO,,0:45:00,,,,,,,,
,VENDREDI 27.O7,T4V4 WILLIAM -DIALLO,,3,visit,1,,1:47,3486.9,753,,,,,,,,TFCO SABLON,TFCO SABLON,Rue Joseph Stevens 34,,1000,BRUXELLES,Belgique,50.84155,4.35337,,,,,0:20:00,,,,,,,,
,VENDREDI 27.O7,T4V4 WILLIAM -DIALLO,,4,visit,1,,2:22,2757.1,858,,,,,,,,357715a,OCEAN MAREE,Quai de l' Industrie 214,,,,,50.83987,4.32004,,,,,,,,,,,,,
,VENDREDI 27.O7,T4V4 WILLIAM -DIALLO,,5,visit,1,,2:56,19012.6,1174,,,,,,,,SUMY25a,SUMY 25 MIN,Avenue De B?jar  1EA,,1120,neder over hembeek,,50.911107,4.403232,,,"""""",,0:25:00,,,,,,,,
,VENDREDI 27.O7,T4V4 WILLIAM -DIALLO,,6,visit,1,,3:41,21676.9,1183,,,,,,,,MCH2,TFCO MA Malines,hoogstraat 66,,2800,MALINES,,51.02265,4.47407,Fermé lundi et mardi  livraison entre 19h et 6h,,TFCO,,0:15:00,,,,,,,,
,VENDREDI 27.O7,T4V4 WILLIAM -DIALLO,,7,visit,1,,4:21,24473.1,1495,,,,,,,,,TFCO ANV VOLK,VOLKSTRAAT 8,,2000,Antwerpen,,51.21187,4.39655,,,TFCO,,0:20:00,,,,,,,,
,VENDREDI 27.O7,T4V4 WILLIAM -DIALLO,,8,visit,1,,4:51,1277.7,614,,,,,,,,Bia,BIA MARA ANVERS,Maalderijstraat 1-5,,2000,ANTWERPEN,,51.22089,4.40053,,,OM,,0:15:00,,,,,,,,
,VENDREDI 27.O7,T4V4 WILLIAM -DIALLO,,9,visit,1,,5:30,13196.4,1415,,,,,,,,BRA,TFCO ANV BRASSCHAT,212 Bredabaan,,2930,antwerpen,,51.28897,4.48895,,livraison entre 19h-06h,TFCO,,0:20:00,,,,,,,,
,VENDREDI 27.O7,T4V4 WILLIAM -DIALLO,,10,store,,,6:31,55622.4,2501,,,,,,,,,SUMY,avenue de bejar laan,,1120,neder over hembeek,,50.911124,4.404917,,,,,,,,,,,,,
,VENDREDI 27.O7,T5V2 MYKHA,,0,store,,,0:00,0,0,,,,,,,,,SUMY,avenue de bejar laan,,1120,neder over hembeek,,50.911124,4.404917,,,,,,,,,,,,,
,VENDREDI 27.O7,T5V2 MYKHA,,1,visit,1,,0:16,14642.7,986,,,,,,,,STO2,TFCO STOckel,Avenue Orban 227,,1150,Woluwe St Pierre,,50.8388599,4.46446,fermé le lundi,,TFCO,,0:20:00,,,,,,,,
,VENDREDI 27.O7,T5V2 MYKHA,,2,visit,1,,0:59,23864.4,1407,,,,,,,,LEU,TFCO LEUVEN,30 Mechelsestraat,,3000,LEUVEN,,50.88075,4.70009,Fermé dimanche et lundi,,TFCO,,0:30:00,,,,,,"TFCO,TFCO",,
,VENDREDI 27.O7,T5V2 MYKHA,,3,visit,1,,2:31,82161.8,3686,,,,,,,,LGG,TFCO LIEGE,74 Rue des Guillemins,,4000,liege,,50.62798,5.56695,,,TFCO,,0:20:00,,,,,,,,
,VENDREDI 27.O7,T5V2 MYKHA,,4,visit,1,,4:08,100675.6,4642,,,,,,,,,TFCO GERPINNES,rue neuve 2,,6280,Gerpinnes,,50.34369,4.47261,,,TFCO,,0:20:00,,,,,,,,
,VENDREDI 27.O7,T5V2 MYKHA,,5,visit,1,,5:10,49194,2507,,,,,,,,DatsWater,Dats Waterloo,CHAUSSEE DE TUBIZE 489,,1420,Braine-l'Alleud,,50.69076,4.32587,,,Dats,,0:10:00,,,,,,,,
,VENDREDI 27.O7,T5V2 MYKHA,,6,visit,1,,5:31,7059.4,682,,,,,,,,WOO,TFCO WOO Waterloo,Chaussée de Bruxelles 184,,1410,Waterloo,,50.7206199,4.39757,Livraison entre 19h et 6h,,TFCO,,0:30:00,,,,,,TFCO,,
,VENDREDI 27.O7,T5V2 MYKHA,,7,visit,1,,6:16,8604.3,858,,,,,,,,UVO,TFCO UVO,Chaussée de Waterloo 1223,,1180,Uccle,,50.7946,4.37342,Livraison entre 19h et 6h,,TFCO,,0:20:00,,,,,,TFCO,,
,VENDREDI 27.O7,T5V2 MYKHA,,8,store,,,7:03,27634.5,1660,,,,,,,,,SUMY,avenue de bejar laan,,1120,neder over hembeek,,50.911124,4.404917,,,,,,,,,,,,,
,VENDREDI 27.O7,T6V1 JAFFE,,0,store,,,6:00,0,0,,,,,,,,,SUMY,avenue de bejar laan,,1120,neder over hembeek,,50.911124,4.404917,,,,,,,,,,,,,
,VENDREDI 27.O7,T6V1 JAFFE,,2,store,,,6:56,19132.4,1196,,,,,,,,,SUMY,avenue de bejar laan,,1120,neder over hembeek,,50.911124,4.404917,,,,,,,,,,,,,
,VENDREDI 27.O7,T8F,,0,store,,,19:00,0,0,,,,,,,,,SUMY,avenue de bejar laan,,1120,neder over hembeek,,50.911124,4.404917,,,,,,,,,,,,,
,VENDREDI 27.O7,T8F,,1,visit,0,,,,1,,,,,,,,Sumy25e,SUMY 25 min,Avenue de Béjar 1,,1120,neder over hembeek,,50.91109,4.405019,,,,,0:25:00,,,,,,,,
,VENDREDI 27.O7,T8F,,2,store,,,19:00,0,0,,,,,,,,,SUMY,avenue de bejar laan,,1120,neder over hembeek,,50.911124,4.404917,,,,,,,,,,,,,
,VENDREDI 27.O7,T7F,,0,store,,,7:00,0,0,,,,,,,,,SUMY,avenue de bejar laan,,1120,neder over hembeek,,50.911124,4.404917,,,,,,,,,,,,,
,VENDREDI 27.O7,T7F,,1,visit,0,,,,,,,,,,,,TFCOSEN4,TFCO SENEFFE,Rue Jules Bordet 167 F,,7180,seneffe,,50.505976,4.267244,,,TFCO,,,,,,,,,,
,VENDREDI 27.O7,T7F,,2,visit,0,,,,0,,,,,,,,Sumy2hB,SUMY 1H,Avenue de Béjar 1,,1120,neder over hembeek,,50.911073,4.404965,,,,,1:00:00,,,,,,,,
,VENDREDI 27.O7,T7F,,3,visit,0,,,,1256,,,,,,,,SODLP,Sodexo La Plaine,Boulevard de la Plaine 15,,1050,Bruxelles,,50.81958,4.39348,,,Nos Pilifs,,,,,,,,,,
,VENDREDI 27.O7,T7F,,4,visit,0,,,,19,,,,,,,,SUMY60a,SUMY 1h00,Avenue De Béjar 1AE,,1120,neder over hembeek,,50.911084,4.403549,,,Sumy,,1:00:00,,,,,,,,
,VENDREDI 27.O7,T7F,,5,visit,0,,,,1217,,,,,,,,,Actiris,Rue potagère 7b,Quatrième étage de la Tour Astro,1210,Bruxelles,,50.85132,4.37023,entre 7h30 et 11 h,,,,,,,,,,,,
,VENDREDI 27.O7,T7F,,6,visit,0,,,,260,,,,,,,,NosPilifs1,NOS PILIFS,Trassersweg 347,,1120,Neder over heembeek,,50.90368,4.38881,,,,,,,,,,,,,
,VENDREDI 27.O7,T7F,,7,visit,0,,,,,,,,,,,,DATSGRIM,DATS GRIMBERGEN,Vilvoordsesteenweg 301,,,,,50.92705,4.3914,,,,,,,,,,,,,
,VENDREDI 27.O7,T7F,,8,visit,0,,,,,,,,,,,,DATSAND1,Dats Anderlecht,Chaussée de Mons 875,,1070,Anderlecht,,50.82815,4.30232,,,Dats,,0:10:00,,,,,,,,
,VENDREDI 27.O7,T7F,,9,visit,0,,,,1215,,,,,,,,DATSOVE1,Dats Overijse,Brusselsesteenweg 361,,3090,Overijse,,50.78348,4.5058,,,Dats,,0:10:00,,,,,,,,
,VENDREDI 27.O7,T7F,,10,visit,0,,,,,,,,,,,,39,Les idées à la pêle,25 avenue Louis Bertrand 1030 Schaerbeek,,1030,Schaerbeek,,50.8636,4.37478,mardi-mercredi-jeudi-samedi,,Ecodal,,,,,,,,,,
,VENDREDI 27.O7,T7F,,11,visit,0,,,,,,,,,,,,BDS2,Fish4you,Rue Vanderkindere 153,,1180,Uccle,,50.81378,4.3485699,,0484/888.308,,,,,,,,,,,
,VENDREDI 27.O7,T7F,,12,visit,0,,,,947,,,,,,,,IvecoEP,IVECO EPPEGEM,brusselsesteenweg 185,,1980,eppegem,,50.9688299,4.45545,,,"""""",,,,,,,,,,
,VENDREDI 27.O7,T7F,,13,store,,,7:00,0,0,,,,,,,,,SUMY,avenue de bejar laan,,1120,neder over hembeek,,50.911124,4.404917,,,,,,,,,,,,,
